1776963531.0,5466.75
1776963532.0,5468.39
1776963533.0,5468.47
1776963534.0,5467.32
1776963535.0,5466.64
1776963536.0,5466.48
1776963537.0,5466.98
1776963538.0,5467.19
1776963539.0,5466.43
1776963540.0,5466.95
1776963541.0,5466.68
1776963542.0,5466.77
1776963543.0,5466.04
1776963544.0,5465.66
1776963545.0,5465.22
1776963546.0,5464.48
1776963547.0,5464.35
1776963548.0,5463.54
1776963549.0,5463.68
1776963550.0,5464.23
1776963551.0,5466.84
1776963552.0,5467.47
1776963553.0,5466.83
1776963554.0,5466.16
1776963555.0,5467.16
1776963556.0,5465.94
1776963557.0,5466.84
1776963558.0,5467.52
1776963559.0,5468.23
1776963560.0,5468.91
1776963561.0,5468.84
1776963562.0,5468.24
1776963563.0,5468.24
1776963564.0,5467.33
1776963565.0,5466.54
1776963566.0,5466.25
1776963567.0,5466.68
1776963568.0,5465.98
1776963569.0,5466.51
1776963570.0,5465.73
1776963571.0,5466.22
1776963572.0,5466.63
1776963573.0,5466.88
1776963574.0,5466.92
1776963575.0,5467.89
1776963576.0,5467.96
1776963577.0,5467.85
1776963578.0,5467.83
1776963579.0,5468.02
1776963580.0,5468.61
1776963581.0,5467.82
1776963582.0,5468.27
1776963583.0,5469.57
1776963584.0,5469.14
1776963585.0,5469.12
1776963586.0,5469.33
1776963587.0,5469.21
1776963588.0,5470.61
1776963589.0,5470.75
1776963590.0,5469.46
1776963591.0,5470.0
1776963592.0,5469.69
1776963593.0,5469.91
1776963594.0,5469.43
1776963595.0,5469.81
1776963596.0,5470.02
1776963597.0,5469.94
1776963598.0,5469.46
1776963599.0,5470.73
1776963600.0,5469.44
1776963601.0,5469.91
1776963602.0,5469.6
1776963603.0,5469.25
1776963604.0,5469.4
1776963605.0,5470.11
1776963606.0,5469.77
1776963607.0,5470.45
1776963608.0,5470.46
1776963609.0,5469.57
1776963610.0,5470.11
1776963611.0,5469.62
1776963612.0,5470.12
1776963613.0,5469.6
1776963614.0,5470.35
1776963615.0,5472.19
1776963616.0,5472.26
1776963617.0,5472.56
1776963618.0,5471.67
1776963619.0,5472.64
1776963620.0,5471.52
1776963621.0,5471.61
1776963622.0,5471.95
1776963623.0,5471.91
1776963624.0,5472.59
1776963625.0,5474.18
1776963626.0,5475.02
1776963627.0,5475.6
1776963628.0,5476.52
1776963629.0,5476.91
1776963630.0,5476.54
1776963631.0,5476.29
1776963632.0,5474.84
1776963633.0,5475.58
1776963634.0,5475.91
1776963635.0,5475.58
1776963636.0,5474.56
1776963637.0,5474.93
1776963638.0,5475.72
1776963639.0,5475.37
1776963640.0,5475.67
1776963641.0,5474.86
1776963642.0,5474.57
1776963643.0,5476.2
1776963644.0,5476.0
1776963645.0,5476.47
1776963646.0,5476.38
1776963647.0,5476.84
1776963648.0,5477.38
1776963649.0,5478.46
1776963650.0,5476.33
1776963651.0,5475.37
1776963652.0,5475.05
1776963653.0,5474.83
1776963654.0,5474.99
1776963655.0,5475.93
1776963656.0,5475.92
1776963657.0,5475.02
1776963658.0,5473.52
1776963659.0,5473.7
1776963660.0,5473.25
1776963661.0,5472.98
1776963662.0,5472.45
1776963663.0,5472.16
1776963664.0,5473.27
1776963665.0,5472.9
1776963666.0,5473.13
1776963667.0,5472.19
1776963668.0,5471.61
1776963669.0,5471.72
1776963670.0,5472.96
1776963671.0,5473.17
1776963672.0,5473.57
1776963673.0,5473.75
1776963674.0,5475.15
1776963675.0,5475.83
1776963676.0,5476.16
1776963677.0,5475.25
1776963678.0,5475.35
1776963679.0,5476.35
1776963680.0,5477.25
1776963681.0,5477.4
1776963682.0,5477.39
1776963683.0,5477.7
1776963684.0,5478.24
1776963685.0,5478.6
1776963686.0,5477.69
1776963687.0,5477.34
1776963688.0,5477.42
1776963689.0,5478.33
1776963690.0,5478.2
1776963691.0,5478.11
1776963692.0,5479.12
1776963693.0,5478.35
1776963694.0,5478.69
1776963695.0,5477.08
1776963696.0,5477.68
1776963697.0,5477.92
1776963698.0,5477.93
1776963699.0,5477.05
1776963700.0,5476.71
1776963701.0,5477.15
1776963702.0,5476.7
1776963703.0,5476.96
1776963704.0,5478.68
1776963705.0,5478.84
1776963706.0,5478.9
1776963707.0,5478.79
1776963708.0,5478.42
1776963709.0,5478.34
1776963710.0,5477.84
1776963711.0,5477.94
1776963712.0,5479.67
1776963713.0,5479.75
1776963714.0,5479.93
1776963715.0,5480.35
1776963716.0,5479.42
1776963717.0,5479.52
1776963718.0,5478.12
1776963719.0,5477.14
1776963720.0,5477.2
1776963721.0,5477.94
1776963722.0,5476.61
1776963723.0,5476.63
1776963724.0,5475.87
1776963725.0,5474.59
1776963726.0,5473.95
1776963727.0,5474.64
1776963728.0,5475.23
1776963729.0,5474.29
1776963730.0,5473.01
1776963731.0,5472.44
1776963732.0,5472.54
1776963733.0,5473.12
1776963734.0,5472.88
1776963735.0,5473.33
1776963736.0,5473.26
1776963737.0,5473.45
1776963738.0,5473.68
1776963739.0,5474.23
1776963740.0,5474.13
1776963741.0,5473.34
1776963742.0,5473.63
1776963743.0,5474.28
1776963744.0,5473.5
1776963745.0,5473.04
1776963746.0,5472.72
1776963747.0,5473.34
1776963748.0,5473.03
1776963749.0,5472.48
1776963750.0,5472.67
1776963751.0,5474.02
1776963752.0,5474.53
1776963753.0,5473.66
1776963754.0,5473.61
1776963755.0,5473.93
1776963756.0,5474.86
1776963757.0,5473.91
1776963758.0,5473.45
1776963759.0,5473.49
1776963760.0,5472.74
1776963761.0,5471.79
1776963762.0,5472.27
1776963763.0,5472.2
1776963764.0,5472.23
1776963765.0,5472.52
1776963766.0,5473.36
1776963767.0,5473.95
1776963768.0,5473.47
1776963769.0,5473.75
1776963770.0,5474.3
1776963771.0,5473.84
1776963772.0,5472.8
1776963773.0,5473.24
1776963774.0,5473.2
1776963775.0,5472.34
1776963776.0,5472.31
1776963777.0,5473.77
1776963778.0,5472.46
1776963779.0,5472.44
1776963780.0,5472.59
1776963781.0,5471.54
1776963782.0,5471.92
1776963783.0,5471.77
1776963784.0,5472.22
